"numcoutrex","codesolution","coderex","minicoutrex","maxicoutrex","reelcoutrex","codemonnaiecoutrex","codeunitecoutrex","codedifficulte","codelicense"
"908","804","1473",NULL,NULL,"255314","2","1",NULL,"3"
"909","358","674",NULL,NULL,NULL,"1","1",NULL,"3"
"910","1002","674",NULL,NULL,NULL,"1","1",NULL,"3"
"911","332","674",NULL,NULL,NULL,"1","1",NULL,"3"
"912","274","1474",NULL,NULL,"64000","2","1",NULL,"3"
"913","55","674",NULL,NULL,NULL,"1","1",NULL,"3"
"914","333","674",NULL,NULL,NULL,"1","1",NULL,"3"
"915","99","674",NULL,NULL,NULL,"1","1",NULL,"3"
"916","547","1475",NULL,NULL,"1450000","2","1",NULL,"3"
"917","547","1476",NULL,NULL,"156000","2","1",NULL,"3"
"918","1043","816",NULL,NULL,"3400000","2","1",NULL,"3"
"919","955","1949",NULL,NULL,"8831","2","1",NULL,"3"
"920","547","1951",NULL,NULL,"2100000","2","1",NULL,"3"
"921","368","1952",NULL,NULL,"165000","2","1",NULL,"3"
"922","1020","817",NULL,NULL,"6000000","3","1",NULL,"3"
"923","878","817",NULL,NULL,NULL,"1","1",NULL,"3"
"924","1110","1955",NULL,NULL,"36600","2","1",NULL,"3"
"926","777","820",NULL,NULL,"390000","3","1",NULL,"3"
"927","211","820",NULL,NULL,"100000","3","1",NULL,"3"
"928","578","820",NULL,NULL,"264000","3","1",NULL,"3"
"929","500","820",NULL,NULL,"165000","3","1",NULL,"3"
"930","182","820",NULL,NULL,"18200","3","1",NULL,"3"
"931","339","820",NULL,NULL,NULL,"1","1",NULL,"3"
"932","336","820",NULL,NULL,NULL,"1","1",NULL,"3"
"933","32","820",NULL,NULL,NULL,"1","1",NULL,"3"
"935","370","1957",NULL,NULL,NULL,"2","1",NULL,"3"
"936","1083","1957",NULL,NULL,NULL,"1","1",NULL,"3"
"937","240","821",NULL,NULL,NULL,"1","1",NULL,"3"
"942","708","822",NULL,NULL,"110000","3","1",NULL,"3"
"943","204","823",NULL,NULL,NULL,"1","1",NULL,"3"
"944","1034","824",NULL,NULL,"65000","3","1",NULL,"3"
"945","859","1960",NULL,NULL,"68000","1","1",NULL,"3"
"946","179","825",NULL,NULL,"2000000","3","1",NULL,"3"
"947","182","825",NULL,NULL,NULL,"1","1",NULL,"3"
"948","198","825",NULL,NULL,NULL,"1","1",NULL,"3"
"949","213","825",NULL,NULL,"120000","3","1",NULL,"3"
"950","482","825",NULL,NULL,"120000","3","1",NULL,"3"
"951","790","825",NULL,NULL,"10000","3","1",NULL,"3"
"952","34","825",NULL,NULL,"0","3","1",NULL,"3"
"953","19","825",NULL,NULL,"800000","3","1",NULL,"3"
"954","27","825",NULL,NULL,"550000","3","1",NULL,"3"
"955","160","825",NULL,NULL,"650000","3","1",NULL,"3"
"956","726","1961",NULL,NULL,"2100000","2","1",NULL,"3"
"957","8","825",NULL,NULL,"8000","3","1",NULL,"3"
"958","500","825",NULL,NULL,"0","1","1",NULL,"3"
"959","29","825",NULL,NULL,"0","1","1",NULL,"3"
"960","786","825",NULL,NULL,"30000","3","1",NULL,"3"
"961","1043","825",NULL,NULL,"250000","3","1",NULL,"3"
"962","1002","825",NULL,NULL,"750000","3","1",NULL,"3"
"963","780","826",NULL,NULL,"1158300","3","1",NULL,"3"
"964","778","826",NULL,NULL,"460600","3","1",NULL,"3"
"965","240","828",NULL,NULL,"254000000","3","1",NULL,"3"
"966","240","829",NULL,NULL,NULL,"1","1",NULL,"3"
"967","240","831",NULL,NULL,"16000000","1","1",NULL,"3"
"968","240","832",NULL,NULL,NULL,"1","1",NULL,"3"
"969","240","833",NULL,NULL,NULL,"1","1",NULL,"3"
"970","240","834",NULL,NULL,NULL,"1","1",NULL,"3"
"971","42","836",NULL,NULL,"292545","3","1",NULL,"3"
"972","784","1507",NULL,NULL,"1551357","5","1",NULL,"3"
"973","360","628",NULL,NULL,NULL,"1","1",NULL,"3"
"974","246","1674",NULL,NULL,"341600","5","1",NULL,"3"
"975","875","628",NULL,NULL,NULL,"1","1",NULL,"3"
"976","1484","1674",NULL,NULL,"24140","5","1",NULL,"3"
"977","82","1692",NULL,NULL,"486000","5","1",NULL,"3"
"978","80","1692",NULL,NULL,"82490","5","1",NULL,"3"
"979","932","648",NULL,NULL,NULL,"1","1",NULL,"3"
"980","430","648",NULL,NULL,NULL,"1","1",NULL,"3"
"981","719","2022",NULL,NULL,"13460850","15","1",NULL,"3"
"982","504","649",NULL,NULL,NULL,"1","1",NULL,"3"
"983","889","649",NULL,NULL,"0","3","1",NULL,"3"
"984","789","1879",NULL,NULL,"14000","3","1",NULL,"3"
"985","482","534",NULL,NULL,"3210","3","1",NULL,"3"
"986","768","572",NULL,NULL,"80000","7","1",NULL,"3"
"987","903","573",NULL,NULL,NULL,"1","1",NULL,"3"
"988","332","1879",NULL,NULL,"400","3","1",NULL,"3"
"989","144","1879",NULL,NULL,"1700","3","1",NULL,"3"
"990","578","587",NULL,NULL,"300000","7","1",NULL,"3"
"991","160","1879",NULL,NULL,"900","3","1",NULL,"3"
"992","1058","1879",NULL,NULL,"17800","3","1",NULL,"3"
"993","160","588",NULL,NULL,"700000","7","1",NULL,"3"
"994","917","1879",NULL,NULL,"117000","3","1",NULL,"3"
"995","918","1879",NULL,NULL,"4750000","3","1",NULL,"3"
"996","221","1879",NULL,NULL,"500","3","1",NULL,"3"
"997","879","589",NULL,NULL,"400000","7","1",NULL,"3"
"998","144","714",NULL,NULL,NULL,"1","1",NULL,"3"
"999","329","1879",NULL,NULL,"6000","3","1",NULL,"3"
"1000","778","714",NULL,NULL,NULL,"1","1",NULL,"3"
"1001","361","714",NULL,NULL,NULL,"1","1",NULL,"3"
"1002","334","715",NULL,NULL,NULL,"1","1",NULL,"3"
"1003","790","716",NULL,NULL,NULL,"1","1",NULL,"3"
"1004","1001","716",NULL,NULL,NULL,"1","1",NULL,"3"
"1005","334","716",NULL,NULL,NULL,"1","1",NULL,"3"
"1006","80","802",NULL,NULL,"127000","5","1",NULL,"3"
"1007","887","1879",NULL,NULL,"180000","3","1",NULL,"3"
"1008","958","1879",NULL,NULL,"10000","3","1",NULL,"3"
"1009","1486","803",NULL,NULL,"58415","5","1",NULL,"3"
"1010","780","804",NULL,NULL,"24000000","5","1",NULL,"3"
"1011","212","804",NULL,NULL,"1525100","5","1",NULL,"3"
"1012","488","1219",NULL,NULL,"175034","3","1",NULL,"3"
"1013","1143","1234",NULL,NULL,"11760","3","1",NULL,"3"
"1014","342","1879",NULL,NULL,"10000","3","1",NULL,"3"
"1015","92","1234",NULL,NULL,"105561","3","1",NULL,"3"
"1016","59","1879",NULL,NULL,"1200000","3","1",NULL,"3"
"1017","40","1234",NULL,NULL,"53786","1","1",NULL,"3"
"1018","1486","1533",NULL,NULL,"60000","5","1",NULL,"3"
"1019","701","1603",NULL,NULL,NULL,"1","1",NULL,"3"
"1020","888","1879",NULL,NULL,"85500","3","1",NULL,"3"
"1021","342","1879",NULL,NULL,"25000","3","1",NULL,"3"
"1022","342","1879",NULL,NULL,NULL,"1","1",NULL,"3"
"1023","334","1603",NULL,NULL,NULL,"1","1",NULL,"3"
"1024","770","1879",NULL,NULL,"20000","3","1",NULL,"3"
"1025","780","1672",NULL,NULL,"726990","5","1",NULL,"3"
"1026","1007","1673",NULL,NULL,"97300","5","1",NULL,"3"
"1027","1486","1690",NULL,NULL,"227000","5","1",NULL,"3"
"1028","1486","1691",NULL,NULL,"234351","5","1",NULL,"3"
"1029","240","1877",NULL,NULL,"2160000","3","1",NULL,"3"
"1030","160","1746",NULL,NULL,NULL,"1","1",NULL,"3"
"1031","1057","1746",NULL,NULL,NULL,"1","1",NULL,"3"
"1032","1058","1747",NULL,NULL,NULL,"1","1",NULL,"3"
"1033","147","1747",NULL,NULL,NULL,"1","1",NULL,"3"
"1034","153","1747",NULL,NULL,NULL,"1","1",NULL,"3"
"1035","160","1747",NULL,NULL,NULL,"1","1",NULL,"3"
"1036","1481","1463",NULL,NULL,"325000","2","1",NULL,"3"
"1037","790","836",NULL,NULL,"65340","3","1",NULL,"3"
"1038","790","836",NULL,NULL,"170775","3","1",NULL,"3"
"1039","786","836",NULL,NULL,"913275","3","1",NULL,"3"
"1040","240","836",NULL,NULL,"604035","3","1",NULL,"3"
"1041","217","836",NULL,NULL,"0","3","1",NULL,"3"
"1042","831","1967",NULL,NULL,"3180","2","1",NULL,"3"
"1043","240","837",NULL,NULL,NULL,"1","1",NULL,"3"
"1044","368","1968",NULL,NULL,"73000","2","1",NULL,"3"
"1045","804","837",NULL,NULL,NULL,"1","1",NULL,"3"
"1046","777","838",NULL,NULL,"373000","3","1",NULL,"3"
"1047","336","838",NULL,NULL,"373000","3","1",NULL,"3"
"1048","211","838",NULL,NULL,NULL,"1","1",NULL,"3"
"1049","336","839",NULL,NULL,"0","3","1",NULL,"3"
"1050","191","839",NULL,NULL,"0","3","1",NULL,"3"
"1051","1020","839",NULL,NULL,"10000","3","1",NULL,"3"
"1052","889","839",NULL,NULL,"5500","3","1",NULL,"3"
"1053","1061","839",NULL,NULL,"63070","3","1",NULL,"3"
"1055","333","839",NULL,NULL,"7323","3","1",NULL,"3"
"1056","221","839",NULL,NULL,"16000","3","1",NULL,"3"
"1057","196","839",NULL,NULL,"47000","3","1",NULL,"3"
"1058","194","839",NULL,NULL,"47000","3","1",NULL,"3"
"1059","295","839",NULL,NULL,"70000","3","1",NULL,"3"
"1060","60","839",NULL,NULL,"52428","3","1",NULL,"3"
"1061","360","839",NULL,NULL,"186000","3","1",NULL,"3"
"1062","1085","839",NULL,NULL,"368000","3","1",NULL,"3"
"1063","144","839",NULL,NULL,"154550","3","1",NULL,"3"
"1064","780","839",NULL,NULL,"100000","3","1",NULL,"3"
"1065","79","839",NULL,NULL,"609000","3","1",NULL,"3"
"1066","936","839",NULL,NULL,"24800000","3","1",NULL,"3"
"1067","400","839",NULL,NULL,"42468","3","1",NULL,"3"
"1068","193","840",NULL,NULL,"6000","3","1",NULL,"3"
"1069","881","841",NULL,NULL,NULL,"1","1",NULL,"3"
"1070","204","841",NULL,NULL,NULL,"1","1",NULL,"3"
"1071","240","846",NULL,NULL,NULL,"1","1",NULL,"3"
"1072","858","842",NULL,NULL,NULL,"1","1",NULL,"3"
"1073","230","842",NULL,NULL,NULL,"1","1",NULL,"3"
"1074","701","842",NULL,NULL,NULL,"1","1",NULL,"3"
"1075","14","443",NULL,NULL,"84000","9","1",NULL,"3"
"1076","724","443",NULL,NULL,NULL,"1","1",NULL,"3"
"1077","483","843",NULL,NULL,"426690","3","1",NULL,"3"
"1078","50","843",NULL,NULL,NULL,"1","1",NULL,"3"
"1079","852","443",NULL,NULL,"98875","9","1",NULL,"3"
"1080","335","843",NULL,NULL,NULL,"1","1",NULL,"3"
"1081","334","443",NULL,NULL,"500","9","1",NULL,"3"
"1082","261","843",NULL,NULL,NULL,"1","1",NULL,"3"
"1083","394","443",NULL,NULL,"1000","9","1",NULL,"3"
"1084","179","843",NULL,NULL,NULL,"1","1",NULL,"3"
"1085","1071","843",NULL,NULL,NULL,"1","1",NULL,"3"
"1086","914","844",NULL,NULL,NULL,"1","1",NULL,"3"
"1087","46","443",NULL,NULL,"25000","9","1",NULL,"3"
"1088","1141","443",NULL,NULL,"200","9","1",NULL,"3"
"1089","221","844",NULL,NULL,NULL,"1","1",NULL,"3"
"1090","312","443",NULL,NULL,"200","9","1",NULL,"3"
"1091","43","844",NULL,NULL,NULL,"1","1",NULL,"3"
"1092","139","443",NULL,NULL,"0","9","1",NULL,"3"
"1093","1048","844",NULL,NULL,NULL,"1","1",NULL,"3"
"1094","25","443",NULL,NULL,"23000","9","1",NULL,"3"
"1095","92","844",NULL,NULL,NULL,"1","1",NULL,"3"
"1096","760","844",NULL,NULL,NULL,"1","1",NULL,"3"
"1097","418","844",NULL,NULL,NULL,"1","1",NULL,"3"
"1099","719","665",NULL,NULL,NULL,"1","1",NULL,"3"
"1100","1056","665",NULL,NULL,NULL,"1","1",NULL,"3"
"1101","245","665",NULL,NULL,NULL,"1","1",NULL,"3"
"1102","1002","665",NULL,NULL,NULL,"1","1",NULL,"3"
"1103","329","665",NULL,NULL,NULL,"1","1",NULL,"3"
"1104","1490","665",NULL,NULL,NULL,"1","1",NULL,"3"
"1105","974","661",NULL,NULL,NULL,"1","1",NULL,"3"
"1106","312","661",NULL,NULL,"0","3","1",NULL,"3"
"1107","1064","518",NULL,NULL,"205000","9","1",NULL,"3"
"1108","428","666",NULL,NULL,NULL,"1","1",NULL,"3"
"1109","246","518",NULL,NULL,"95000","9","1",NULL,"3"
"1110","335","813",NULL,NULL,NULL,"1","1",NULL,"3"
"1111","823","813",NULL,NULL,NULL,"1","1",NULL,"3"
"1112","1003","813",NULL,NULL,NULL,"1","1",NULL,"3"
"1113","370","813",NULL,NULL,NULL,"1","1",NULL,"3"
"1114","245","813",NULL,NULL,NULL,"1","1",NULL,"3"
"1115","913","814",NULL,NULL,NULL,"1","1",NULL,"3"
"1116","1479","814",NULL,NULL,NULL,"1","1",NULL,"3"
"1117","426","814",NULL,NULL,NULL,"1","1",NULL,"3"
"1118","240","815",NULL,NULL,NULL,"1","1",NULL,"3"
"1119","914","815",NULL,NULL,NULL,"1","1",NULL,"3"
"1120","48","815",NULL,NULL,NULL,"1","1",NULL,"3"
"1121","335","827",NULL,NULL,NULL,"1","1",NULL,"3"
"1122","373","827",NULL,NULL,NULL,"1","1",NULL,"3"
"1123","780","850",NULL,NULL,"1113000","3","1",NULL,"3"
"1124","903","850",NULL,NULL,"10000","3","1",NULL,"3"
"1125","780","850",NULL,NULL,"2000000","3","1",NULL,"3"
"1126","482","850",NULL,NULL,"2500000","3","1",NULL,"3"
"1127","54","2050",NULL,NULL,NULL,"1","1",NULL,"3"
"1128","335","2050",NULL,NULL,NULL,"1","1",NULL,"3"
"1129","449","2050",NULL,NULL,NULL,"1","1",NULL,"3"
"1130","1043","2050",NULL,NULL,NULL,"1","1",NULL,"3"
"1131","586","2050",NULL,NULL,NULL,"1","1",NULL,"3"
"1132","482","2050",NULL,NULL,NULL,"1","1",NULL,"3"
"1133","780","2050",NULL,NULL,NULL,"1","1",NULL,"3"
"1134","97","2050",NULL,NULL,NULL,"1","1",NULL,"3"
"1135","93","2050",NULL,NULL,NULL,"1","1",NULL,"3"
"1136","985","2050",NULL,NULL,NULL,"1","1",NULL,"3"
"1137","240","851",NULL,NULL,"300000","3","1",NULL,"3"
"1138","154","2052",NULL,NULL,"256000","2","1",NULL,"3"
"1139","160","2052",NULL,NULL,"105000","2","1",NULL,"3"
"1140","1020","851",NULL,NULL,"0","1","1",NULL,"3"
"1141","578","851",NULL,NULL,"15000","3","1",NULL,"3"
"1142","553","2054",NULL,NULL,"3000000","2","1",NULL,"3"
"1143","719","851",NULL,NULL,"22300","3","1",NULL,"3"
"1144","325","851",NULL,NULL,"150000","3","1",NULL,"3"
"1145","1035","851",NULL,NULL,"16000","3","1",NULL,"3"
"1146","182","851",NULL,NULL,"3200","3","1",NULL,"3"
"1147","962","851",NULL,NULL,"2800000","3","1",NULL,"3"
"1148","1035","851",NULL,NULL,"32200","3","1",NULL,"3"
"1149","711","851",NULL,NULL,"150000","3","1",NULL,"3"
"1150","240","852",NULL,NULL,NULL,"1","1",NULL,"3"
"1151","780","853",NULL,NULL,NULL,"1","1",NULL,"3"
"1152","213","853",NULL,NULL,NULL,"1","1",NULL,"3"
"1153","720","853",NULL,NULL,NULL,"1","1",NULL,"3"
"1154","1025","853",NULL,NULL,NULL,"1","1",NULL,"3"
"1155","212","853",NULL,NULL,NULL,"1","1",NULL,"3"
"1156","332","855",NULL,NULL,NULL,"1","1",NULL,"3"
"1157","240","856",NULL,NULL,NULL,"1","1",NULL,"3"
"1158","240","857",NULL,NULL,NULL,"1","1",NULL,"3"
"1159","240","858",NULL,NULL,NULL,"1","1",NULL,"3"
"1160","240","859",NULL,NULL,NULL,"1","1",NULL,"3"
"1161","780","859",NULL,NULL,NULL,"1","1",NULL,"3"
"1162","913","860",NULL,NULL,"12000000","3","1",NULL,"3"
"1163","240","861",NULL,NULL,"72000000","3","1",NULL,"3"
"1164","182","862",NULL,NULL,NULL,"1","1",NULL,"3"
"1165","193","862",NULL,NULL,NULL,"1","1",NULL,"3"
"1166","839","864",NULL,NULL,NULL,"1","1",NULL,"3"
"1167","418","864",NULL,NULL,NULL,"1","1",NULL,"3"
"1168","1002","864",NULL,NULL,NULL,"1","1",NULL,"3"
"1169","17","864",NULL,NULL,NULL,"1","1",NULL,"3"
"1170","949","864",NULL,NULL,NULL,"1","1",NULL,"3"
"1171","1479","866",NULL,NULL,"225000","3","1",NULL,"3"
"1172","1055","866",NULL,NULL,"58000","3","1",NULL,"3"
"1173","325","866",NULL,NULL,"130000","3","1",NULL,"3"
"1174","780","866",NULL,NULL,"180000","3","1",NULL,"3"
"1175","799","866",NULL,NULL,"260000","3","1",NULL,"3"
"1176","108","866",NULL,NULL,"81000","3","1",NULL,"3"
"1177","701","1220",NULL,NULL,"700","3","1",NULL,"3"
"1178","1105","1221",NULL,NULL,"76000","3","1",NULL,"3"
"1179","914","1222",NULL,NULL,"227000","3","1",NULL,"3"
"1180","543","1224",NULL,NULL,NULL,"1","1",NULL,"3"
"1181","1143","1224",NULL,NULL,NULL,"1","1",NULL,"3"
"1182","839","1225",NULL,NULL,NULL,"1","1",NULL,"3"
"1183","846","1225",NULL,NULL,NULL,"1","1",NULL,"3"
"1184","701","1225",NULL,NULL,NULL,"1","1",NULL,"3"
"1185","334","1225",NULL,NULL,NULL,"1","1",NULL,"3"
"1186","335","1225",NULL,NULL,NULL,"1","1",NULL,"3"
"1187","701","1226",NULL,NULL,NULL,"1","1",NULL,"3"
"1188","839","1226",NULL,NULL,NULL,"1","1",NULL,"3"
"1189","334","1226",NULL,NULL,NULL,"1","1",NULL,"3"
"1190","330","1226",NULL,NULL,NULL,"1","1",NULL,"3"
"1191","162","1226",NULL,NULL,NULL,"1","1",NULL,"3"
"1192","66","1226",NULL,NULL,NULL,"1","1",NULL,"3"
"1193","578","1230",NULL,NULL,"4278","3","1",NULL,"3"
"1195","578","1232",NULL,NULL,"12587","3","1",NULL,"3"
"1196","578","1231",NULL,NULL,"14000","1","1",NULL,"3"
"1197","276","1227",NULL,NULL,NULL,"1","1",NULL,"3"
"1198","539","1227",NULL,NULL,NULL,"1","1",NULL,"3"
"1199","321","1227",NULL,NULL,NULL,"1","1",NULL,"3"
"1200","701","1228",NULL,NULL,NULL,"1","1",NULL,"3"
"1201","839","1228",NULL,NULL,NULL,"1","1",NULL,"3"
"1202","334","1228",NULL,NULL,NULL,"1","1",NULL,"3"
"1203","146","1226",NULL,NULL,NULL,"1","1",NULL,"3"
"1204","488","1226",NULL,NULL,NULL,"1","1",NULL,"3"
"1205","701","1229",NULL,NULL,NULL,"1","1",NULL,"3"
"1206","839","1229",NULL,NULL,NULL,"1","1",NULL,"3"
"1207","223","1229",NULL,NULL,NULL,"1","1",NULL,"3"
"1208","1110","1229",NULL,NULL,NULL,"1","1",NULL,"3"
"1211","1020","1226",NULL,NULL,NULL,"1","1",NULL,"3"
"1212","79","1227",NULL,NULL,NULL,"1","1",NULL,"3"
"1213","79","1233",NULL,NULL,NULL,"1","1",NULL,"3"
"1214","1047","1235",NULL,NULL,"131885","3","1",NULL,"3"
"1215","539","1238",NULL,NULL,"63903","3","1",NULL,"3"
"1216","701","1252",NULL,NULL,NULL,"1","1",NULL,"3"
"1217","839","1252",NULL,NULL,NULL,"1","1",NULL,"3"
"1218","334","1252",NULL,NULL,NULL,"1","1",NULL,"3"
"1219","1129","1256",NULL,NULL,"116305","3","1",NULL,"3"
"1220","850","1239",NULL,NULL,NULL,"1","1",NULL,"3"
"1221","334","1239",NULL,NULL,NULL,"1","1",NULL,"3"
"1223","701","1253",NULL,NULL,NULL,"1","1",NULL,"3"
"1224","334","1253",NULL,NULL,NULL,"1","1",NULL,"3"
"1225","97","1253",NULL,NULL,NULL,"1","1",NULL,"3"
"1226","40","1253",NULL,NULL,NULL,"1","1",NULL,"3"
"1227","701","1254",NULL,NULL,NULL,"1","1",NULL,"3"
"1228","839","1254",NULL,NULL,NULL,"1","1",NULL,"3"
"1229","334","1254",NULL,NULL,NULL,"1","1",NULL,"3"
"1230","839","1255",NULL,NULL,NULL,"1","1",NULL,"3"
"1231","847","1255",NULL,NULL,NULL,"1","1",NULL,"3"
"1232","334","1255",NULL,NULL,NULL,"1","1",NULL,"3"
"1233","500","1255",NULL,NULL,NULL,"1","1",NULL,"3"
"1234","1445","1255",NULL,NULL,NULL,"1","1",NULL,"3"
"1235","778","1255",NULL,NULL,NULL,"1","1",NULL,"3"
"1236","6","1255",NULL,NULL,NULL,"1","1",NULL,"3"
"1237","1001","1255",NULL,NULL,NULL,"1","1",NULL,"3"
"1238","914","1276",NULL,NULL,NULL,"1","1",NULL,"3"
"1239","701","1277",NULL,NULL,NULL,"1","1",NULL,"3"
"1240","839","1277",NULL,NULL,NULL,"1","1",NULL,"3"
"1241","334","1277",NULL,NULL,NULL,"1","1",NULL,"3"
"1242","1061","1277",NULL,NULL,NULL,"1","1",NULL,"3"
"1243","1118","1277",NULL,NULL,NULL,"1","1",NULL,"3"
"1244","147","1277",NULL,NULL,NULL,"1","1",NULL,"3"
"1245","160","1277",NULL,NULL,NULL,"1","1",NULL,"3"
"1246","500","1277",NULL,NULL,NULL,"1","1",NULL,"3"
"1247","161","1277",NULL,NULL,NULL,"1","1",NULL,"3"
"1248","790","1277",NULL,NULL,NULL,"1","1",NULL,"3"
"1249","867","1277",NULL,NULL,NULL,"1","1",NULL,"3"
"1251","839","1278",NULL,NULL,NULL,"1","1",NULL,"3"
"1252","160","1278",NULL,NULL,NULL,"1","1",NULL,"3"
"1253","24","1278",NULL,NULL,NULL,"1","1",NULL,"3"
"1254","922","1278",NULL,NULL,NULL,"1","1",NULL,"3"
"1255","33","1278",NULL,NULL,NULL,"1","1",NULL,"3"
"1256","1445","1278",NULL,NULL,NULL,"1","1",NULL,"3"
"1257","1061","1257",NULL,NULL,NULL,"1","1",NULL,"3"
"1258","1061","1258",NULL,NULL,NULL,"1","1",NULL,"3"
"1259","249","1259",NULL,NULL,"7711","3","1",NULL,"3"
"1260","701","1260",NULL,NULL,NULL,"1","1",NULL,"3"
"1261","334","1260",NULL,NULL,NULL,"1","1",NULL,"3"
"1262","839","1261",NULL,NULL,"19220","3","1",NULL,"3"
"1263","335","1275",NULL,NULL,NULL,"1","1",NULL,"3"
"1264","46","1275",NULL,NULL,NULL,"1","1",NULL,"3"
"1265","276","1275",NULL,NULL,NULL,"1","1",NULL,"3"
"1266","909","1275",NULL,NULL,NULL,"1","1",NULL,"3"
"1267","503","1275",NULL,NULL,NULL,"1","1",NULL,"3"
"1268","54","1275",NULL,NULL,NULL,"1","1",NULL,"3"
"1269","223","1273",NULL,NULL,NULL,"1","1",NULL,"3"
"1270","103","1273",NULL,NULL,NULL,"1","1",NULL,"3"
"1271","765","1273",NULL,NULL,NULL,"1","1",NULL,"3"
"1272","79","1273",NULL,NULL,NULL,"1","1",NULL,"3"
"1273","388","1274",NULL,NULL,NULL,"1","1",NULL,"3"
"1274","1128","1274",NULL,NULL,NULL,"1","1",NULL,"3"
"1275","95","1274",NULL,NULL,NULL,"1","1",NULL,"3"
"1276","276","1241",NULL,NULL,NULL,"1","1",NULL,"3"
"1277","936","1242",NULL,NULL,NULL,"1","1",NULL,"3"
"1278","391","1242",NULL,NULL,NULL,"1","1",NULL,"3"
"1279","370","1243",NULL,NULL,NULL,"1","1",NULL,"3"
"1280","914","1243",NULL,NULL,NULL,"1","1",NULL,"3"
"1281","368","1243",NULL,NULL,NULL,"1","1",NULL,"3"
"1282","335","1243",NULL,NULL,NULL,"1","1",NULL,"3"
"1283","334","1243",NULL,NULL,NULL,"1","1",NULL,"3"
"1284","1445","1245",NULL,NULL,NULL,"1","1",NULL,"3"
"1285","28","1245",NULL,NULL,NULL,"1","1",NULL,"3"
"1286","8","1245",NULL,NULL,NULL,"1","1",NULL,"3"
"1287","21","1245",NULL,NULL,NULL,"1","1",NULL,"3"
"1288","1116","1245",NULL,NULL,NULL,"1","1",NULL,"3"
"1289","1061","1245",NULL,NULL,NULL,"1","1",NULL,"3"
"1290","205","1245",NULL,NULL,NULL,"1","1",NULL,"3"
"1291","839","1245",NULL,NULL,NULL,"1","1",NULL,"3"
"1292","334","1245",NULL,NULL,NULL,"1","1",NULL,"3"
"1293","160","1246",NULL,NULL,NULL,"1","1",NULL,"3"
"1294","144","1246",NULL,NULL,NULL,"1","1",NULL,"3"
"1295","1118","1246",NULL,NULL,NULL,"1","1",NULL,"3"
"1296","1061","1246",NULL,NULL,NULL,"1","1",NULL,"3"
"1297","147","1246",NULL,NULL,NULL,"1","1",NULL,"3"
"1298","28","1246",NULL,NULL,NULL,"1","1",NULL,"3"
"1299","890","1246",NULL,NULL,NULL,"1","1",NULL,"3"
"1300","839","1246",NULL,NULL,NULL,"1","1",NULL,"3"
"1301","729","1246",NULL,NULL,NULL,"1","1",NULL,"3"
"1302","394","1246",NULL,NULL,NULL,"1","1",NULL,"3"
"1303","1061","1248",NULL,NULL,NULL,"1","1",NULL,"3"
"1304","1118","1248",NULL,NULL,NULL,"1","1",NULL,"3"
"1305","1061","1249",NULL,NULL,NULL,"1","1",NULL,"3"
"1306","172","1249",NULL,NULL,NULL,"1","1",NULL,"3"
"1307","1061","1250",NULL,NULL,"50000","3","1",NULL,"3"
"1308","388","1251",NULL,NULL,NULL,"1","1",NULL,"3"
"1309","370","1251",NULL,NULL,NULL,"1","1",NULL,"3"
"1311","1505","1251",NULL,NULL,NULL,"1","1",NULL,"3"
"1312","54","1251",NULL,NULL,NULL,"1","1",NULL,"3"
"1313","578","1251",NULL,NULL,NULL,"1","1",NULL,"3"
"1314","276","1251",NULL,NULL,NULL,"1","1",NULL,"3"
"1315","1061","1251",NULL,NULL,NULL,"1","1",NULL,"3"
"1316","335","1251",NULL,NULL,NULL,"1","1",NULL,"3"
"1317","586","1264",NULL,NULL,NULL,"1","1",NULL,"3"
"1318","761","1264",NULL,NULL,NULL,"1","1",NULL,"3"
"1319","765","1264",NULL,NULL,NULL,"1","1",NULL,"3"
"1320","371","1264",NULL,NULL,NULL,"1","1",NULL,"3"
"1321","543","1264",NULL,NULL,NULL,"1","1",NULL,"3"
"1322","388","1264",NULL,NULL,NULL,"1","1",NULL,"3"
"1323","335","1264",NULL,NULL,NULL,"1","1",NULL,"3"
"1324","334","1264",NULL,NULL,NULL,"1","1",NULL,"3"
"1325","368","1264",NULL,NULL,NULL,"1","1",NULL,"3"
"1327","1554","1264",NULL,NULL,NULL,"1","1",NULL,"3"
"1328","335","1265",NULL,NULL,NULL,"1","1",NULL,"3"
"1329","334","1265",NULL,NULL,NULL,"1","1",NULL,"3"
"1330","986","1266",NULL,NULL,"309839","3","1",NULL,"3"
"1331","914","1267",NULL,NULL,NULL,"1","1",NULL,"3"
"1332","295","1267",NULL,NULL,NULL,"1","1",NULL,"3"
"1333","233","1267",NULL,NULL,NULL,"1","1",NULL,"3"
"1334","334","1267",NULL,NULL,NULL,"1","1",NULL,"3"
"1335","989","1267",NULL,NULL,NULL,"1","1",NULL,"3"
"1336","1128","1267",NULL,NULL,NULL,"1","1",NULL,"3"
"1337","1129","1268",NULL,NULL,NULL,"1","1",NULL,"3"
"1338","578","1268",NULL,NULL,NULL,"1","1",NULL,"3"
"1339","196","1268",NULL,NULL,NULL,"1","1",NULL,"3"
"1340","335","1268",NULL,NULL,NULL,"1","1",NULL,"3"
"1341","334","1268",NULL,NULL,NULL,"1","1",NULL,"3"
"1342","394","1268",NULL,NULL,NULL,"1","1",NULL,"3"
