"numrex","codereference","codepublic","codemonnaie","codetauxmonnaie","gainfinancierrex","gainfinancierperioderex","energierex","codeuniteenergie","codeperiodeenergie","codeenergierex","gesrex","ratiogainrex","trirex","capexrex","capexperioderex","opexrex","codeTechno1","codeTechno2","codeTechno3","codetravaux","codereseau","codelicense","availablelangue"
"237","974","2","2","2","7900","3","59300","5","3","1",NULL,NULL,"4.8","38000","2",NULL,"8","1","1","1","1","3","2,3,4"
"238","987","2","2","2","59987","3",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"239","1141","3","1","1",NULL,"1","815229","5","3","1",NULL,"0.68","3.5",NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"240","1070","2","1","1",NULL,"1","80741","5","3","1",NULL,NULL,"4.2",NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"241","1067","1","1","1",NULL,"1","55194","5","3","1",NULL,"0.54","6.75",NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"242","1063","1","1","1",NULL,"1",NULL,"1","1","1",NULL,"0.53",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"243","1068","3","1","1",NULL,"1",NULL,"1","1","1",NULL,"0.315",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"244","1069","3","2","2","2183","3","21828","5","3","1",NULL,NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"245","1066","1","1","1",NULL,"1","55","12","3","1",NULL,NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"246","1065","1","2","2","1621","3","68003","5","3","1",NULL,NULL,"3.82","6192","2",NULL,"8","1","1","3","1","3","2,3,4"
"247","1064","1","1","1",NULL,"1","15","12","3","1","5.45",NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"248","1059","2","2","2","20063","3","119","12","3","1",NULL,"0.68","6","120378","2",NULL,"8","1","1","3","1","3","2,3,4"
"249","1142","3","2","2","155","3","1200","5","3","1",NULL,"0.35","3.9","615","2",NULL,"8","1","1","3","1","3","2,3,4"
"250","1088","3","1","1",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"251","1089","3","1","1",NULL,"1","260389","5","3","1",NULL,NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"252","1090","3","1","1",NULL,"1","70","12","3","1",NULL,"0.15","3",NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"253","1143","3","2","2","760","3","10098","5","3","1",NULL,"0.66","6","4560","2",NULL,"8","1","1","3","1","3","2,3,4"
"254","1144","3","2","2","872","3","8906","5","3","2",NULL,"0.87",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"255","1138","3","1","1",NULL,"1",NULL,"1","1","1",NULL,"0.22","6",NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"256","1145","3","2","2","64548","3","1107","12","3","1",NULL,NULL,"8.1","522840","2",NULL,"8","1","1","3","3","3","2,3,4"
"257","1146","3","2","2","848000","1","817793","5","3","1","2924",NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"258","1107","3","2","2","102998","3","383688","5","3","1",NULL,"0.43","1.8","184000","2",NULL,"8","1","1","3","1","0","2,3,4"
"259","1109","3","1","1",NULL,"1","177621","5","3","1","80.9","0.6024",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"260","1108","3","2","2","14270","3","58600","5","3","2","75.25","0.68","1",NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"261","1111","3","1","1",NULL,"1","404","12","3","1","472","0.58","0.5",NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"262","1113","3","2","2","9333","1","131190","5","3","2",NULL,"0.76",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"263","1102","3","1","1",NULL,"1","121500","5","3","2",NULL,NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"264","1016","2","1","1",NULL,"1",NULL,"1","1","2",NULL,NULL,"2.71",NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"265","988","2","1","1",NULL,"1","26","12","3","2",NULL,NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"266","1022","2","1","1",NULL,"1",NULL,"1","1","1",NULL,"0.36",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"267","1171","3","1","1",NULL,"1","5100","12","2","1","2473","0.13","2",NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"268","979","2","1","1",NULL,"1",NULL,"1","1","2",NULL,"0.7",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"269","1024","2","2","2","165580","3","1448","12","3","1","2966",NULL,"4.8","807890","2",NULL,"8","1","1","1","1","3","2,3,4"
"270","980","2","2","2","818328","1","4272337","5","3","1","2072",NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"271","992","2","2","2","82265","3","30","12","3","1",NULL,NULL,"1.2","100000","2",NULL,"8","1","1","3","3","3","2,3,4"
"272","1013","2","2","2","26127","3","201","12","3","2",NULL,"0.67","6.1","160000","2",NULL,"8","1","1","3","1","3","2,3,4"
"273","975","2","2","2","8281","3","86310","5","3","1",NULL,"0.62","6","50000","2",NULL,"8","1","1","1","1","3","2,3,4"
"274","701","3","1","1",NULL,"1",NULL,"1","1","1",NULL,"0.63",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"275","844","3","2","2","89319","3","758727","5","3","1",NULL,"0.45",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"276","743","3","1","1",NULL,"1","40000","5","3","1",NULL,"0.38","2.5",NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"277","1048","2","2","2",NULL,"1",NULL,"1","1","1",NULL,"0.1",NULL,NULL,"1",NULL,"3","9","12","1","1","3","2,3,4"
"278","850","3","2","2","2785","3","93196","5","3","1",NULL,"0.52","5.2","14500","1",NULL,"8","1","1","1","1","3","2,3,4"
"279","1169","3","2","2",NULL,"1","52303","5","3","1",NULL,"0.64",NULL,"55000","2",NULL,"8","1","1","1","1","3","2,3,4"
"280","852","3","1","1",NULL,"1",NULL,"1","1","1",NULL,NULL,"3.8",NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"281","853","3","1","1",NULL,"1",NULL,"1","1","1",NULL,"0.5",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"282","854","3","1","1",NULL,"1","116590","5","3","1","58.3",NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"283","855","3","2","2","7492","3","31217","5","3","1",NULL,NULL,"3.6","27000","1",NULL,"8","1","1","1","1","3","2,3,4"
"284","889","3","1","1",NULL,"1",NULL,"1","1","1",NULL,"0.5",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"285","637","3","8","8","2019","1","4037","5","3","1",NULL,"0.6",NULL,NULL,"1",NULL,"8","1","1","3","3","3","2,3,4"
"286","673","3","2","2","12384","1",NULL,"1","1","1",NULL,"0.8409","0.5","7220","2",NULL,"8","1","1","1","1","3","2,3,4"
"287","672","3","1","1",NULL,"1","663","12","1","1",NULL,"0.63",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"288","1177","3","1","1",NULL,"1","1046","5","3","2","1224","0.31",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"289","1178","3","1","1",NULL,"1","19120","5","3","1",NULL,NULL,"4",NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"290","656","3","2","2","45500","3","350000","5","3","2",NULL,"0.58","4.5","200000","2",NULL,"8","1","1","1","1","3","2,3,4"
"291","878","3","2","2","21337","3","174825","5","3","1",NULL,NULL,"3","63042","2",NULL,"8","1","1","1","1","3","2,3,4"
"292","880","3","2","2","2906","3","16198","5","3","2","7.1","0.41","4.1","12000","2",NULL,"8","1","1","1","1","3","2,3,4"
"293","655","3","1","1",NULL,"1","392","12","3","2",NULL,"0.83","1",NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"294","881","3","2","2","18571","3",NULL,"1","1","1","447.3","0.29","6","111426","2",NULL,"8","1","1","1","1","3","2,3,4"
"295","879","3","2","2","84000","3","646412","5","3","2",NULL,NULL,"3.9","330000","2",NULL,"8","1","1","3","1","3","2,3,4"
"296","867","3","2","2","3300","3","29","5","3","1",NULL,"0.26","4.5","15000","2",NULL,"8","1","1","1","1","3","2,3,4"
"297","816","3","1","1",NULL,"1","264929","5","3","1",NULL,"0.17","4",NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"298","702","3","1","1",NULL,"1","162508","5","3","2",NULL,"0.09","3.5",NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"299","705","3","2","2","10240","3","71392","5","3","1","34.4","0.35","7","71680","1",NULL,"8","1","1","1","1","3","2,3,4"
"300","936","3","2","2","227500","3","1750","12","3","1","1050",NULL,"2.8","650000","2",NULL,"8","1","1","3","1","3","2,3,4"
"301","959","3","1","1",NULL,"1","10337","12","3","1",NULL,NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"302","982","2","2","2","300","1",NULL,"1","1","2",NULL,NULL,NULL,"19000","2",NULL,"8","1","1","1","1","3","2,3,4"
"303","1007","2","2","2","38000","3","176","12","3","2",NULL,NULL,"6.58","250000","2",NULL,"8","1","1","3","1","3","2,3,4"
"304","1029","2","1","1",NULL,"1","40516","5","3","1",NULL,"0.35",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"305","1170","3","1","1",NULL,"1",NULL,"1","1","1","45.6","0.52",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"306","978","2","1","1",NULL,"1",NULL,"1","1","1",NULL,"0.68",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"307","1009","2","1","1",NULL,"1","9191","5","3","1",NULL,"0.56",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"308","984","2","1","1",NULL,"1","42300","5","3","1","700",NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"309","985","2","2","2","6989","3",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"310","986","2","1","1",NULL,"1","17300","5","3","2","866",NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"311","998","2","2","2","91400","3","2819640","5","3","2","3798",NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"312","1002","2","2","2","133230","3","2778","12","3","2",NULL,NULL,"1.8","239976","2",NULL,"8","1","1","3","1","3","2,3,4"
"313","1014","2","2","2","107730","3","1720","12","3","1",NULL,NULL,"2","234230","2",NULL,"8","1","1","1","1","3","2,3,4"
"314","1017","2","1","1",NULL,"1","1000","5","3","1",NULL,NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"315","1019","2","1","1",NULL,"1","651","16","2","2",NULL,"0.49",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"316","1030","2","1","1",NULL,"1","1371","12","3","2",NULL,NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"317","1175","3","1","1",NULL,"1","419","12","3","2",NULL,NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"318","1176","3","1","1",NULL,"1","1585","12","3","2","975","0.3438",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"319","866","3","1","1",NULL,"1","765","12","3","2",NULL,NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"320","995","2","2","2","110000","3","320","12","3","1",NULL,"0.4","6.7","740000","1",NULL,"8","1","1","3","1","3","2,3,4"
"321","1000","2","2","2","3996","3","26640","5","3","2",NULL,"0.32","2.6","10435","1",NULL,"8","1","1","1","1","3","2,3,4"
"322","1003","2","2","2","280000","1",NULL,"1","1","2",NULL,"0.26",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"323","1004","2","2","2","36000","3","313","12","3","2",NULL,"0.04","12.5","450000","2",NULL,"8","1","1","3","1","3","2,3,4"
"324","1006","2","1","1",NULL,"1","53900","5","3","2",NULL,NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"325","1010","2","2","2","80000","3","1052","12","3","2",NULL,NULL,"8.75","700000","2",NULL,"8","1","1","3","1","3","2,3,4"
"326","1023","2","2","2","11020","1","64620","5","3","2",NULL,NULL,"3.8","42000","2",NULL,"8","1","1","1","1","3","2,3,4"
"327","1027","2","2","2","2000","1","13248","5","3","1",NULL,"0.52","8","16056","2",NULL,"8","1","1","1","1","3","2,3,4"
"328","1028","2","2","2","9260","3","66","12","3","2",NULL,"0.574","40","370800","2",NULL,"8","1","1","1","1","3","2,3,4"
"329","983","2","1","1",NULL,"1","210300","5","3","2","138",NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"330","1018","2","1","1",NULL,"1","358655","5","3","1","179.33","0.43",NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"331","1015","2","2","2","50000","3","86","12","3","1",NULL,NULL,"6.1","305000","2",NULL,"8","1","1","1","1","3","2,3,4"
"332","1025","2","1","1",NULL,"1","650","15","3","4",NULL,NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"333","981","2","1","1",NULL,"1","1232","12","3","1","1109.5",NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"334","993","2","2","2",NULL,"1","500","12","2","1",NULL,NULL,NULL,"2000000","2",NULL,"8","1","1","1","1","3","2,3,4"
"335","762","3","2","2","115000","3",NULL,"1","1","2",NULL,"0.35","4","460000","2",NULL,"8","1","1","3","1","3","2,3,4"
"336","1062","3","2","2","43650","3","43","12","3","2",NULL,"0.5","4","174600","2",NULL,"8","1","1","3","1","3","2,3,4"
"337","888","3","3","3","3250","1","50305","12","3","1",NULL,NULL,NULL,NULL,"1",NULL,"11","1","1","1","1","3","2,3,4"
"338","1955","3","2","2","6373","1","82","12","3","2",NULL,"0.4921",NULL,NULL,"1",NULL,"15","1","1","1","1","3","2,3,4"
"339","644","3","2","2","57500","3","640","12","3","8","175","0.35","5.3","380500","2",NULL,"24","1","1","3","1","3","2,3,4"
"342","913","3","2","2",NULL,"1","535","12","3","1","560",NULL,NULL,"672000","2",NULL,"14","24","1","3","3","3","2,3,4"
"343","954","3","2","2","11978","3","231899","5","3","2",NULL,"0.33","14.5","175000","2",NULL,"16","15","1","1","1","3","2,3,4"
"344","1149","3","2","2","52700","3","38","14","3","1",NULL,NULL,NULL,"6895000","2",NULL,"38","9","45","2","2","3","2,3,4"
"345","643","3","2","2",NULL,"1","40600","5","3","1",NULL,"0.082",NULL,"29974","2",NULL,"15","1","1","3","1","3","2,3,4"
"347","870","3","9","9","880000","3","653","14","3","1",NULL,NULL,"2","1600000","2",NULL,"11","1","1","3","1","3","2,3,4"
"355","650","3","2","2","150000","1","4000","12","3","1","2800",NULL,NULL,NULL,"1",NULL,"15","1","1","1","1","3","2,3,4"
"356","1075","2","3","3","500000","3","7460000","5","3","2",NULL,NULL,"1","500000","2",NULL,"15","12","1","3","1","3","2,3,4"
"357","707","3","2","2","15000","3","350000","5","3","1",NULL,NULL,"11","164000","2",NULL,"11","1","1","1","1","3","2,3,4"
"358","1158","3","2","2","3258","3","72","12","3","1",NULL,"0.15","11.5","41135","2",NULL,"11","1","1","1","1","3","2,3,4"
"359","940","3","2","2","5000","3","116","12","3","1","31",NULL,"2","10000","2",NULL,"19","11","1","1","1","3","2,3,4"
"360","859","3","2","2","185000","3","2700","12","3","2","229","0.05","4","740000","2",NULL,"11","1","1","3","1","3","2,3,4"
"361","645","3","2","2","15000","3","204","12","3","2",NULL,"0.07","2.3","35000","2",NULL,"11","1","1","2","1","3","2,3,4"
"362","911","3","2","2","25945","1","4575","5","3","1",NULL,NULL,NULL,"32454","2",NULL,"7","1","1","1","1","3","2,3,4"
"363","708","3","2","2","49887","3","358","12","3","2",NULL,"0.57","10","914000","2",NULL,"14","1","1","3","1","3","2,3,4"
"364","834","3","2","2","6000","3","75","12","3","1","2.3","0.35","4","191000","2",NULL,"14","1","1","1","1","3","2,3,4"
"365","1103","3","3","3","480000","1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"33","1","1","3","3","3","2,3,4"
"366","1115","3","2","2","23650","3",NULL,"1","1","1",NULL,NULL,"20","625440","2",NULL,"9","7","45","2","2","3","2,3,4"
"367","1148","3","2","2",NULL,"1",NULL,"1","1","1",NULL,"0.652",NULL,"1217000","2",NULL,"9","7","8","2","3","0","2,3,4"
"368","771","3","2","2",NULL,"1",NULL,"1","1","1",NULL,"0.25",NULL,NULL,"1",NULL,"19","1","1","1","1","3","2,3,4"
"369","840","3","2","2","36698","3","500","12","3","1","90.5","0.042","1.2","43883","2",NULL,"11","1","1","1","1","3","2,3,4"
"370","916","3","2","2","80000","3",NULL,"1","1","1","500",NULL,"1","80000","1",NULL,"17","15","1","3","1","3","2,3,4"
"371","683","3","2","2","164000","3","11500","12","3","3",NULL,"0.4","6","990000","2",NULL,"25","24","1","3","1","3","2,3,4"
"372","890","3","2","2","152918","3","6600","12","3","3","1165","0.6","4.9","751599","2",NULL,"21","1","1","2","1","3","2,3,4"
"373","820","3","2","2","45000","3","350","12","3","1",NULL,NULL,"7","229800","2",NULL,"44","1","1","3","3","3","2,3,4"
"374","891","3","2","2","215000","3","7400","12","3","1",NULL,NULL,"7.2","1550000","2",NULL,"24","1","1","3","3","3","2,3,4"
"375","832","3","2","2","38640","3","1200","12","3","1","247.2","0.18","3","115900","2",NULL,"21","19","1","1","1","3","2,3,4"
"376","839","3","2","2","200000","3","6000","12","3","3","1800",NULL,"12","2315000","2","35000","44","1","1","3","3","3","2,3,4"
"377","835","3","2","2","808000","3","36000","12","3","3","6600",NULL,"4.5","3126330","2",NULL,"44","1","1","3","3","3","2,3,4"
"378","826","3","2","2","106000","3","5300","12","3","3","1000","0.28","3","338000","2",NULL,"19","1","1","3","1","3","2,3,4"
"379","812","3","2","2","75170","3","1200","15","3","9","4000",NULL,"7","876973","2",NULL,"38","1","1","3","3","3","2,3,4"
"380","942","3","2","2","38300","1",NULL,"1","1","1",NULL,NULL,NULL,"500","2",NULL,"19","15","1","1","1","3","2,3,4"
"381","695","3","2","2","29690","3","1988","12","3","1",NULL,"0.19","3.8","113500","2",NULL,"15","1","1","1","1","3","2,3,4"
"382","828","3","2","2","7472","3","2085","12","3","1",NULL,NULL,"1.5","11208","2",NULL,"8","1","1","1","1","3","2,3,4"
"383","882","3","2","2","112000","1",NULL,"1","1","1",NULL,NULL,NULL,"250000","2",NULL,"12","11","1","1","1","3","2,3,4"
"384","657","3","2","2","100000","3","1500","5","3","1","450","0.2","3","325000","1",NULL,"7","1","1","3","1","3","2,3,4"
"385","941","3","1","1",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"3","1","1","1","1","3","2,3,4"
"386","694","3","2","2","550000","3","15000","12","3","1",NULL,"0.02","5","2750000","2",NULL,"3","1","1","1","1","3","2,3,4"
"387","811","3","2","2","46500","3","1560","12","3","1",NULL,NULL,"4","162127","2",NULL,"24","12","1","1","1","3","2,3,4"
"388","822","3","1","2","1216000","3","110500","12","3","3","22200","0.85","5.3","6512000","2",NULL,"38","1","1","3","1","3","2,3,4"
"389","686","3","2","2","6500","3","29","12","3","1",NULL,NULL,"7","45000","2",NULL,"29","1","1","1","1","3","2,3,4"
"390","652","3","2","2","4000","3","116","12","3","1","25",NULL,"15","98243","2",NULL,"38","1","1","1","1","3","2,3,4"
"391","845","3","2","2","280000","3","6000","12","3","1","2300",NULL,"3","840000","2",NULL,"3","1","1","3","1","3","2,3,4"
"392","963","3","2","2","16800","3","420","12","3","1","102",NULL,"13","330000","2",NULL,"19","1","1","1","1","3","2,3,4"
"393","1074","1","2","2","3427","3","59094","5","3","1","17","0.35","24","10603","2",NULL,"9","1","1","3","1","3","2,3,4"
"394","1073","2","2","2","25075","1",NULL,"1","1","1","12",NULL,NULL,NULL,"1",NULL,"8","1","1","1","1","3","2,3,4"
"396","815","3","1","1",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"3","1","1","1","1","3","2,3,4"
"397","1076","2","2","2","49286","3",NULL,"1","1","1",NULL,NULL,"16.3","804100","2",NULL,"45","9","1","3","2","3","2,3,4"
"398","1121","3","2","2",NULL,"1","1000","14","3","3","2500","0.22",NULL,"3916000","2",NULL,"38","1","1","3","3","3","2,3,4"
"399","1071","2","2","2",NULL,"1","1100","14","3","1","4164",NULL,NULL,"2066000","2","582000","38","1","1","2","1","3","2,3,4"
"400","647","3","2","2",NULL,"1","1950","14","3","4","6390",NULL,NULL,"2350000","2","1099525","38","1","1","2","1","0","2,3,4"
"401","819","3","2","2","15000","3","40","14","3","8","130",NULL,"8","132850","2",NULL,"38","1","1","3","1","3","2,3,4"
"402","1040","2","2","2",NULL,"1","1150","14","3","3","2750",NULL,NULL,"3000000","2","708000","38","50","1","3","1","3","2,3,4"
"403","1036","2","2","2",NULL,"1","4420","14","3","1","8530","0.3",NULL,"4605000","2","2044220","38","1","1","3","1","3","2,3,4"
"404","1032","2","2","2",NULL,"1","107","14","3","1","341",NULL,NULL,"650000","2",NULL,"38","1","1","2","1","3","2,3,4"
"405","884","3","2","2","62000","3","420","12","3","2","1370",NULL,"11.3","700000","2",NULL,"38","1","1","3","3","3","2,3,4"
"406","1043","2","2","2","93850","1","300","14","3","1","1000","0.16",NULL,"1754549","2","188604","38","1","1","2","1","3","2,3,4"
"407","1033","2","2","2",NULL,"1","575","14","3","3","1380",NULL,NULL,"1155000","2",NULL,"38","1","1","3","1","3","2,3,4"
"408","1153","2","2","2",NULL,"1","415","14","3","8","1000",NULL,NULL,"2837000","2","279840","38","1","1","3","1","3","2,3,4"
"409","1046","2","2","2",NULL,"1","7673","14","3","1","19870",NULL,NULL,"3400000","2","3566853","38","33","1","2","1","3","2,3,4"
"410","1122","3","2","2",NULL,"1","96","41","1","1","333","0.55",NULL,"1748000","2",NULL,"9","7","1","3","1","3","2,3,4"
"436","939","3","1","1",NULL,"1",NULL,"1","1","1",NULL,"0.06",NULL,NULL,"1",NULL,"19","1","1","1","1","3","2,3,4"
"437","910","3","2","2","12000","3",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"17","1","1","1","1","3","2,3,4"
"440","814","3","3","3","872000","3","93000","11","3","1",NULL,NULL,"1.7","1500000","2",NULL,"12","1","1","3","1","3","2,3,4"
"441","646","3","1","1",NULL,"1","19","12","3","1",NULL,"0.52",NULL,NULL,"1",NULL,"15","1","1","1","1","3","2,3,4"
"442","1077","2","1","1",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"7","8","1","1","1","3","2,3,4"
"443","1097","3","9","9","93753","3","225621","5","3","1",NULL,"0.37","2.5","232775","2",NULL,"14","8","1","3","1","3","2,3,4"
"446","1272","3","2","2",NULL,"1","18000","7","1","4",NULL,NULL,NULL,"116658","2",NULL,"38","1","1","2","1","3","2,3,4"
"447","1283","3","2","2","15337","3",NULL,"1","1","1","300",NULL,"7","107365","1",NULL,"19","1","1","2","1","3","2,3,4"
"448","1284","3","2","2","21300","3","37700","5","3","1","2.9","0.18","10.4","193019","2","16490","45","1","1","2","2","3","2,3,4"
"449","1285","3","2","2",NULL,"1","3300","7","3","4","9",NULL,NULL,"2000","2",NULL,"19","1","1","2","1","3","2,3,4"
"450","1291","3","2","2",NULL,"1","950","7","3","4",NULL,NULL,NULL,"117679","2","150","25","1","1","1","1","3","2,3,4"
"451","1292","3","9","9",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"170000","1",NULL,"19","1","1","1","1","3","2,3,4"
"452","1293","3","2","2","8670","3",NULL,"1","1","1",NULL,NULL,"3.6","31212","2",NULL,"38","25","1","3","1","3","2,3,4"
"454","1295","3","2","2","1424","3",NULL,"1","1","1",NULL,NULL,NULL,"166000","2","2380","19","1","1","1","1","3","2,3,4"
"455","1321","3","2","2","193","3","1930","5","3","1",NULL,NULL,"27","5262","2",NULL,"46","1","1","3","1","3","2,3,4"
"456","1322","3","2","2","5026","1",NULL,"1","1","1",NULL,NULL,NULL,"47264","2",NULL,"45","46","1","2","2","3","2,3,4"
"457","1323","3","2","2","2100","3",NULL,"1","1","4",NULL,NULL,"10","20000","2","1000","38","1","1","2","1","3","2,3,4"
